id;user_id;role;created_at
9d133203-5568-4c62-b830-6fa6cf3b00ae;d75328d1-9d6f-4f3f-a71b-5538fe323d53;admin;2025-11-02 05:45:04.392256+00
6c99c1ea-33d8-4f63-864e-0dc1b0dccb06;be18df09-0e4a-473d-98c0-ba8c8c55357a;admin;2025-11-03 03:57:16.726291+00
d5cf26d8-3889-4190-bdd4-9f61f6454a2a;f8a086c9-2b5a-46fc-b762-15700238b91d;admin;2025-11-03 07:19:53.81144+00
d6eb1ff2-3cd7-4bb4-96fb-2bf42a722a6d;6b1ede22-86e7-47ad-a660-b1cf60143407;admin;2025-11-03 07:19:56.359038+00
785a99b3-bffc-4d18-a459-de512a1ec90d;acf66345-37f6-4c85-bc88-91d96dc4e689;admin;2025-11-04 05:37:45.764511+00
da357683-89bf-403c-ab7a-c8e8d7a2b7e3;2a119478-1cb0-408c-af26-b6605f2b4d23;admin;2025-11-05 02:47:16.962007+00
